trainee,id,cat,subcat,grade
6,17,지원동기,직무 적합성 강조,E
6,17,입사 후 포부,단기 목표,E
6,17,입사 후 포부,장기 비전,E
6,17,입사 후 포부,기여 방안,E
6,17,직무 경험,실무 경험,E
6,17,직무 경험,직무 관련 능력,D
6,17,직무 경험,문제 해결력,E
6,18,성장과정,가치관,C
6,18,성장과정,가족/환경의 영향,D
6,18,성장과정,전환점/특별한 경험,D
6,18,성격의 장단점,장점 기술,D
6,18,성격의 장단점,단점 기술 및 극복 노력,E
6,18,성격의 장단점,대인관계 성향,D
6,18,학창시절,학업 태도,C
6,18,학창시절,활동 참여,D
6,18,학창시절,성취 및 도전 경험,D
6,18,지원동기,회사/직무 이해도,D
6,18,지원동기,지원 이유의 명확성,C
6,18,지원동기,직무 적합성 강조,E
6,18,입사 후 포부,단기 목표,D
6,18,입사 후 포부,장기 비전,C
6,18,입사 후 포부,기여 방안,D
6,18,직무 경험,실무 경험,E
6,18,직무 경험,직무 관련 능력,D
6,18,직무 경험,문제 해결력,E
6,19,성장과정,가치관,B
6,19,성장과정,가족/환경의 영향,C
6,19,성장과정,전환점/특별한 경험,C
6,19,성격의 장단점,장점 기술,C
6,19,성격의 장단점,단점 기술 및 극복 노력,E
6,19,성격의 장단점,대인관계 성향,C
6,19,학창시절,학업 태도,E
6,19,학창시절,활동 참여,C
6,19,학창시절,성취 및 도전 경험,C
6,19,지원동기,회사/직무 이해도,E
6,19,지원동기,지원 이유의 명확성,D
6,19,지원동기,직무 적합성 강조,E
6,19,입사 후 포부,단기 목표,D
6,19,입사 후 포부,장기 비전,D
6,19,입사 후 포부,기여 방안,E
6,19,직무 경험,실무 경험,C
6,19,직무 경험,직무 관련 능력,D
6,19,직무 경험,문제 해결력,E
6,20,성장과정,가치관,C
6,20,성장과정,가족/환경의 영향,D
6,20,성장과정,전환점/특별한 경험,D
6,20,성격의 장단점,장점 기술,C
6,20,성격의 장단점,단점 기술 및 극복 노력,E
6,20,성격의 장단점,대인관계 성향,C
6,20,학창시절,학업 태도,D
6,20,학창시절,활동 참여,C
6,20,학창시절,성취 및 도전 경험,D
6,20,지원동기,회사/직무 이해도,E
6,20,지원동기,지원 이유의 명확성,D
6,20,지원동기,직무 적합성 강조,E
6,20,입사 후 포부,단기 목표,D
6,20,입사 후 포부,장기 비전,D
6,20,입사 후 포부,기여 방안,E
6,20,직무 경험,실무 경험,D
6,20,직무 경험,직무 관련 능력,D
6,20,직무 경험,문제 해결력,E
6,21,성장과정,가치관,A
6,21,성장과정,가족/환경의 영향,C
6,21,성장과정,전환점/특별한 경험,B
6,21,성격의 장단점,장점 기술,A
6,21,성격의 장단점,단점 기술 및 극복 노력,E
6,21,성격의 장단점,대인관계 성향,A
6,21,학창시절,학업 태도,A
6,21,학창시절,활동 참여,A
6,21,학창시절,성취 및 도전 경험,A
6,21,지원동기,회사/직무 이해도,C
6,21,지원동기,지원 이유의 명확성,C
6,21,지원동기,직무 적합성 강조,E
6,21,입사 후 포부,단기 목표,D
6,21,입사 후 포부,장기 비전,D
6,21,입사 후 포부,기여 방안,D
6,21,직무 경험,실무 경험,B
6,21,직무 경험,직무 관련 능력,B
6,21,직무 경험,문제 해결력,B
1,1,성장과정,가치관,A
1,1,성장과정,가족/환경의 영향,B
1,1,성장과정,전환점/특별한 경험,B
1,1,성격의 장단점,장점 기술,A
1,1,성격의 장단점,단점 기술 및 극복 노력,C
1,1,성격의 장단점,대인관계 성향,B
1,1,학창시절,학업 태도,B
1,1,학창시절,활동 참여,A
1,1,학창시절,성취 및 도전 경험,B
1,1,지원동기,회사/직무 이해도,B
1,1,지원동기,지원 이유의 명확성,B
1,1,지원동기,직무 적합성 강조,E
1,1,입사 후 포부,단기 목표,B
1,1,입사 후 포부,장기 비전,B
1,1,입사 후 포부,기여 방안,C
1,1,직무 경험,실무 경험,A
1,1,직무 경험,직무 관련 능력,B
1,1,직무 경험,문제 해결력,B
1,2,성장과정,가치관,A
1,2,성장과정,가족/환경의 영향,C
1,2,성장과정,전환점/특별한 경험,B
1,2,성격의 장단점,장점 기술,A
1,2,성격의 장단점,단점 기술 및 극복 노력,B
1,2,성격의 장단점,대인관계 성향,B
1,2,학창시절,학업 태도,B
1,2,학창시절,활동 참여,B
1,2,학창시절,성취 및 도전 경험,C
1,2,지원동기,회사/직무 이해도,B
1,2,지원동기,지원 이유의 명확성,B
1,2,지원동기,직무 적합성 강조,E
1,2,입사 후 포부,단기 목표,B
1,2,입사 후 포부,장기 비전,B
1,2,입사 후 포부,기여 방안,C
1,2,직무 경험,실무 경험,B
1,2,직무 경험,직무 관련 능력,B
1,2,직무 경험,문제 해결력,C
1,3,성장과정,가치관,A
1,3,성장과정,가족/환경의 영향,B
1,3,성장과정,전환점/특별한 경험,B
1,3,성격의 장단점,장점 기술,A
1,3,성격의 장단점,단점 기술 및 극복 노력,A
1,3,성격의 장단점,대인관계 성향,A
1,3,학창시절,학업 태도,B
1,3,학창시절,활동 참여,A
1,3,학창시절,성취 및 도전 경험,B
1,3,지원동기,회사/직무 이해도,B
1,3,지원동기,지원 이유의 명확성,A
1,3,지원동기,직무 적합성 강조,E
1,3,입사 후 포부,단기 목표,A
1,3,입사 후 포부,장기 비전,A
1,3,입사 후 포부,기여 방안,B
1,3,직무 경험,실무 경험,A
1,3,직무 경험,직무 관련 능력,B
1,3,직무 경험,문제 해결력,A
1,4,성장과정,가치관,A
1,4,성장과정,가족/환경의 영향,E
1,4,성장과정,전환점/특별한 경험,C
1,4,성격의 장단점,장점 기술,B
1,4,성격의 장단점,단점 기술 및 극복 노력,A
1,4,성격의 장단점,대인관계 성향,E
1,4,학창시절,학업 태도,A
1,4,학창시절,활동 참여,C
1,4,학창시절,성취 및 도전 경험,D
1,4,지원동기,회사/직무 이해도,B
1,4,지원동기,지원 이유의 명확성,A
1,4,지원동기,직무 적합성 강조,E
1,4,입사 후 포부,단기 목표,B
1,4,입사 후 포부,장기 비전,A
1,4,입사 후 포부,기여 방안,A
1,4,직무 경험,실무 경험,C
1,4,직무 경험,직무 관련 능력,A
1,4,직무 경험,문제 해결력,D
1,5,성장과정,가치관,A
1,5,성장과정,가족/환경의 영향,C
1,5,성장과정,전환점/특별한 경험,B
1,5,성격의 장단점,장점 기술,A
1,5,성격의 장단점,단점 기술 및 극복 노력,A
1,5,성격의 장단점,대인관계 성향,B
1,5,학창시절,학업 태도,B
1,5,학창시절,활동 참여,C
1,5,학창시절,성취 및 도전 경험,A
1,5,지원동기,회사/직무 이해도,B
1,5,지원동기,지원 이유의 명확성,A
1,5,지원동기,직무 적합성 강조,E
1,5,입사 후 포부,단기 목표,A
1,5,입사 후 포부,장기 비전,A
1,5,입사 후 포부,기여 방안,B
1,5,직무 경험,실무 경험,A
1,5,직무 경험,직무 관련 능력,A
1,5,직무 경험,문제 해결력,A
1,6,성장과정,가치관,A
1,6,성장과정,가족/환경의 영향,C
1,6,성장과정,전환점/특별한 경험,B
1,6,성격의 장단점,장점 기술,A
1,6,성격의 장단점,단점 기술 및 극복 노력,A
1,6,성격의 장단점,대인관계 성향,B
1,6,학창시절,학업 태도,A
1,6,학창시절,활동 참여,B
1,6,학창시절,성취 및 도전 경험,A
1,6,지원동기,회사/직무 이해도,B
1,6,지원동기,지원 이유의 명확성,A
1,6,지원동기,직무 적합성 강조,E
1,6,입사 후 포부,단기 목표,B
1,6,입사 후 포부,장기 비전,A
1,6,입사 후 포부,기여 방안,B
1,6,직무 경험,실무 경험,A
1,6,직무 경험,직무 관련 능력,A
1,6,직무 경험,문제 해결력,B
1,7,성장과정,가치관,B
1,7,성장과정,가족/환경의 영향,C
1,7,성장과정,전환점/특별한 경험,B
1,7,성격의 장단점,장점 기술,A
1,7,성격의 장단점,단점 기술 및 극복 노력,A
1,7,성격의 장단점,대인관계 성향,B
1,7,학창시절,학업 태도,A
1,7,학창시절,활동 참여,C
1,7,학창시절,성취 및 도전 경험,B
1,7,지원동기,회사/직무 이해도,B
1,7,지원동기,지원 이유의 명확성,A
1,7,지원동기,직무 적합성 강조,E
1,7,입사 후 포부,단기 목표,A
1,7,입사 후 포부,장기 비전,B
1,7,입사 후 포부,기여 방안,B
1,7,직무 경험,실무 경험,A
1,7,직무 경험,직무 관련 능력,A
1,7,직무 경험,문제 해결력,B
1,8,성장과정,가치관,B
1,8,성장과정,가족/환경의 영향,C
1,8,성장과정,전환점/특별한 경험,B
1,8,성격의 장단점,장점 기술,A
1,8,성격의 장단점,단점 기술 및 극복 노력,A
1,8,성격의 장단점,대인관계 성향,B
1,8,학창시절,학업 태도,A
1,8,학창시절,활동 참여,B
1,8,학창시절,성취 및 도전 경험,B
1,8,지원동기,회사/직무 이해도,B
1,8,지원동기,지원 이유의 명확성,A
1,8,지원동기,직무 적합성 강조,E
1,8,입사 후 포부,단기 목표,B
1,8,입사 후 포부,장기 비전,A
1,8,입사 후 포부,기여 방안,B
1,8,직무 경험,실무 경험,A
1,8,직무 경험,직무 관련 능력,A
1,8,직무 경험,문제 해결력,B
1,9,성장과정,가치관,A
1,9,성장과정,가족/환경의 영향,A
1,9,성장과정,전환점/특별한 경험,A
